BJD,RV,ERV
2456813.66888,-71408.25,1.42
2456814.51373,-71408.84,1.78
2456815.52201,-71408.4,1.55
2456816.59159,-71408.43,1.58
2456828.67655,-71400.04,1.75
2456830.47634,-71395.41,2.04
2456832.49188,-71389.57,1.89
2456833.69765,-71390.34,2.22
2456834.47525,-71388.68,1.97
2456835.52073,-71389.21,2.08
2456845.48576,-71379.19,1.78
2456846.5044,-71375.31,1.58
2456847.46558,-71374.92,2.72
2456848.49316,-71374.78,2.29
2456849.45018,-71378.36,2.23
2456851.49846,-71375.05,1.91
2456852.45391,-71366.93,2.8
2456853.50056,-71365.0,2.17
2456862.67469,-71364.73,1.98
2456863.61924,-71362.08,2.05
2456864.63859,-71359.24,1.92
2456865.66592,-71356.22,2.17
2456866.63746,-71353.26,3.25
2456883.56003,-71334.77,2.11
2456883.58116,-71335.07,1.86
2456885.50434,-71328.43,1.92
2456885.52514,-71332.17,1.91
2456886.5308,-71324.79,1.93
2456886.55124,-71325.64,1.93
2456887.5104,-71327.33,2.67
2456887.53363,-71328.93,2.75
2456888.49865,-71325.94,3.12
2456888.52069,-71323.14,2.95
2456889.50235,-71319.31,1.92
2456889.52322,-71316.09,2.07
2456891.42125,-71320.54,1.31
2456891.44225,-71319.39,1.57
2456903.47019,-71308.37,1.48
2456903.49113,-71305.14,1.5
2456919.47288,-71278.99,2.2
2456919.4951,-71281.51,2.07
2456922.50052,-71279.86,2.03
2456923.47778,-71277.17,1.68
2456924.39299,-71274.05,1.52
2456929.36309,-71264.41,1.53
2456929.38568,-71262.86,1.6
2456931.48835,-71261.95,2.4
2456931.51051,-71259.95,2.26
2456934.41144,-71263.2,1.74
2456936.42233,-71261.09,1.56
2456939.39425,-71253.27,1.67
2456967.37243,-71227.27,1.68
2456969.37867,-71223.6,2.84
2457106.68858,-71256.48,3.5
2457107.72553,-71257.94,2.01
2457115.70324,-71270.84,2.28
2457116.69543,-71271.57,1.69
2457117.70401,-71266.51,1.79
2457118.68477,-71268.62,1.7
2457121.68239,-71273.02,1.78
2457122.69379,-71273.42,1.72
2457123.67431,-71272.29,3.61
2457184.67252,-71354.41,3.17
2457225.58969,-71399.8,4.53
2457253.40513,-71416.78,1.48
2457332.3922,-71404.11,2.78
2455431.80935,52.75,1.24
2455782.92472,-113.43,1.31
2455792.86379,-106.5,1.85
2455792.8956,-110.48,1.4
2455797.79513,-99.82,1.26
2456110.9036,-43.99,1.15
2456115.93445,-43.02,1.87
2456147.86283,-80.35,1.17
2456163.82169,-105.26,1.59
2456164.90581,-103.01,1.82
2456173.90813,-111.41,1.94
2456451.07885,77.13,1.65
2456474.99286,98.12,1.23
2456475.92069,91.46,1.21
2456485.03069,99.19,1.13
2456489.92375,102.46,1.16
2456523.01984,91.64,1.24
2456532.76022,92.68,1.05
2456547.85069,75.9,1.56
2456613.72317,9.98,1.44
2456844.99509,-51.75,1.07
2456846.02607,-49.45,1.3
2456856.0252,-35.99,1.4
2456862.94049,-33.67,1.31
2456866.06381,-27.3,2.05
2456872.06928,-24.84,1.89
2456881.78679,-9.52,1.24
2456882.91365,-8.79,1.2
2456893.78139,9.6,1.01
2456894.99979,8.47,1.25
2456906.88421,26.25,1.2
2456907.91903,30.48,1.18
2456909.90926,30.94,1.25
2456912.73935,40.54,1.23
2457000.70379,110.41,1.2
2457001.72406,109.27,1.67
